Date,Location,Temperature F Max,Temperature F Avg,Temperature F Min,Dew Point F Max,Dew Point F Avg,Dew Point F Min,Humidity % Max,Humidity % Avg,Humidity % Min,Wind Speed mph Max,Wind Speed mph Avg,Wind Speed mph Min,Pressure Hg Max,Pressure Hg Avg,Pressure Hg Min,Precipitation In
2018-5-4,Chicago,75.0,67.6,62.0,63.0,53.7,43.0,83.0,63.5,31.0,25.0,10.7,0.0,29.4,29.2,29.1,0.0
2018-5-5,Chicago,82.0,65.6,52.0,48.0,41.5,28.0,82.0,47.6,14.0,14.0,4.7,0.0,29.4,29.4,29.3,0.0
2018-5-6,Chicago,68.0,52.5,47.0,47.0,42.2,37.0,93.0,69.8,35.0,14.0,4.5,0.0,29.5,29.4,29.3,0.0
2018-5-7,Chicago,70.0,55.1,44.0,46.0,40.4,34.0,87.0,62.2,27.0,10.0,3.7,0.0,29.6,29.5,29.5,0.0
2018-5-8,Chicago,81.0,65.5,54.0,46.0,38.9,32.0,65.0,41.5,17.0,12.0,4.9,0.0,29.5,29.5,29.4,0.0
2018-5-9,Chicago,82.0,66.0,0.0,61.0,47.1,0.0,73.0,49.0,0.0,21.0,9.3,0.0,29.3,29.2,29.0,0.0
2018-5-10,Chicago,68.0,62.3,55.0,55.0,52.6,48.0,82.0,71.0,60.0,14.0,8.8,3.0,29.4,29.3,29.1,0.0
2018-5-11,Chicago,61.0,52.4,47.0,50.0,46.4,43.0,100.0,81.1,59.0,20.0,9.3,5.0,29.4,29.4,29.3,0.0
2018-5-12,Chicago,52.0,48.3,46.0,51.0,46.2,44.0,100.0,91.7,85.0,17.0,10.5,5.0,29.5,29.4,29.3,0.0
2018-5-13,Chicago,61.0,52.9,48.0,54.0,50.9,48.0,100.0,93.8,72.0,14.0,6.5,0.0,29.4,29.4,29.3,0.0
2018-5-14,Chicago,88.0,63.0,51.0,64.0,57.2,49.0,100.0,85.2,33.0,29.0,7.4,0.0,29.4,29.3,29.2,0.0
2018-5-15,Chicago,66.0,58.0,48.0,64.0,55.4,42.0,100.0,91.1,76.0,18.0,5.1,0.0,29.4,29.3,29.2,0.0
2018-5-16,Chicago,70.0,54.9,47.0,55.0,48.6,43.0,99.0,80.3,53.0,8.0,2.5,0.0,29.4,29.4,29.3,0.0
2018-5-17,Chicago,66.0,53.2,48.0,57.0,49.2,43.0,100.0,87.2,56.0,14.0,4.6,0.0,29.4,29.4,29.4,0.0
2018-5-18,Chicago,61.0,54.7,49.0,59.0,49.9,46.0,94.0,84.7,67.0,10.0,4.2,0.0,29.4,29.4,29.3,0.0
2018-5-19,Chicago,70.0,59.2,55.0,63.0,57.2,54.0,100.0,93.2,73.0,10.0,1.6,0.0,29.4,29.3,29.2,0.0
2018-5-20,Chicago,59.0,48.8,45.0,57.0,47.6,45.0,100.0,95.4,87.0,15.0,8.7,3.0,29.6,29.5,29.4,0.0
2018-5-21,Chicago,72.0,56.4,47.0,66.0,54.6,46.0,100.0,94.2,78.0,12.0,4.1,0.0,29.6,29.4,29.4,0.0
2018-5-22,Chicago,57.0,53.5,49.0,57.0,52.8,49.0,100.0,97.3,82.0,7.0,2.6,0.0,29.5,29.4,29.3,0.0
2018-5-23,Chicago,72.0,57.6,48.0,59.0,53.2,48.0,100.0,87.2,60.0,8.0,1.7,0.0,29.6,29.5,29.5,0.0
2018-5-24,Chicago,86.0,67.6,54.0,61.0,53.5,46.0,100.0,68.0,27.0,12.0,3.4,0.0,29.6,29.5,29.4,0.0
2018-5-25,Chicago,91.0,74.0,61.0,69.0,55.4,48.0,87.0,55.4,23.0,13.0,5.0,0.0,29.4,29.3,29.1,0.0
2018-5-26,Chicago,86.0,75.7,70.0,68.0,63.2,54.0,88.0,69.1,33.0,12.0,3.9,0.0,29.2,29.2,29.1,0.0
2018-5-27,Chicago,93.0,77.9,66.0,66.0,62.8,59.0,94.0,63.1,34.0,10.0,3.2,0.0,29.3,29.2,29.2,0.0
2018-5-28,Chicago,95.0,74.5,67.0,68.0,62.5,55.0,94.0,69.2,26.0,15.0,3.5,0.0,29.4,29.3,29.2,0.0
2018-5-29,Chicago,79.0,70.3,63.0,68.0,61.4,57.0,94.0,73.6,57.0,9.0,3.4,0.0,29.3,29.3,29.2,0.0
2018-5-30,Chicago,86.0,76.0,71.0,73.0,68.8,64.0,100.0,79.7,48.0,23.0,5.0,0.0,29.2,29.1,28.9,0.0
2018-5-31,Chicago,90.0,77.0,70.0,69.0,66.2,59.0,90.0,72.8,36.0,18.0,6.5,0.0,29.1,29.1,29.0,0.0
2018-6-1,Chicago,75.0,62.1,51.0,70.0,58.0,46.0,100.0,86.9,72.0,17.0,7.0,0.0,29.4,29.3,29.1,0.0
2018-6-2,Chicago,68.0,57.0,50.0,59.0,52.9,46.0,100.0,86.7,73.0,16.0,7.4,0.0,29.4,29.3,29.2,0.0
2018-6-3,Chicago,81.0,65.8,56.0,63.0,52.1,41.0,100.0,67.3,24.0,28.0,11.5,0.0,29.4,29.3,29.2,0.0
2018-6-4,Chicago,79.0,68.6,61.0,48.0,45.4,39.0,60.0,44.8,28.0,17.0,10.8,3.0,29.4,29.3,29.2,0.0
2018-6-5,Chicago,73.0,63.5,54.0,54.0,45.7,41.0,77.0,53.5,37.0,142.0,14.6,5.0,29.3,29.3,29.2,0.0
2018-6-6,Chicago,79.0,64.0,48.0,61.0,49.9,41.0,94.0,62.5,36.0,14.0,5.6,0.0,29.4,29.3,29.3,0.0
2018-6-7,Chicago,73.0,65.3,58.0,63.0,57.3,55.0,94.0,77.0,52.0,16.0,4.6,0.0,29.5,29.4,29.3,0.0
2018-6-8,Chicago,64.0,59.3,56.0,59.0,55.4,53.0,94.0,87.0,77.0,10.0,5.0,0.0,29.6,29.5,29.5,0.0
2018-6-9,Chicago,75.0,60.3,57.0,66.0,58.1,55.0,100.0,92.8,73.0,8.0,2.9,0.0,29.5,29.4,29.3,0.0
2018-6-10,Chicago,70.0,62.9,58.0,70.0,62.8,58.0,100.0,99.7,94.0,10.0,2.8,0.0,29.3,29.3,29.2,0.0
2018-6-11,Chicago,72.0,67.3,64.0,69.0,65.9,63.0,100.0,95.3,83.0,12.0,6.2,0.0,29.3,29.2,28.2,0.0
2018-6-12,Chicago,81.0,72.0,67.0,72.0,68.6,66.0,100.0,89.4,70.0,10.0,4.7,0.0,29.3,29.3,29.2,0.0
2018-6-13,Chicago,77.0,69.6,56.0,73.0,62.2,45.0,100.0,81.4,34.0,15.0,5.2,0.0,29.4,29.3,29.2,0.0
2018-6-14,Chicago,81.0,65.7,55.0,60.0,54.6,46.0,100.0,73.3,30.0,9.0,2.2,0.0,29.5,29.4,29.4,0.0
2018-6-15,Chicago,90.0,73.7,58.0,66.0,58.8,54.0,96.0,62.6,38.0,10.0,4.3,0.0,29.4,29.4,29.3,0.0
2018-6-16,Chicago,93.0,79.4,69.0,73.0,69.2,63.0,100.0,72.6,40.0,29.0,6.1,0.0,29.4,29.4,29.3,0.0
2018-6-17,Chicago,95.0,84.9,79.0,73.0,70.3,66.0,80.0,62.6,41.0,17.0,6.3,0.0,29.4,29.4,29.3,0.0
2018-6-18,Chicago,95.0,81.7,66.0,73.0,70.3,65.0,96.0,71.0,39.0,23.0,8.9,0.0,29.4,29.3,29.3,0.0
2018-6-19,Chicago,77.0,68.0,64.0,70.0,66.1,64.0,100.0,94.0,78.0,14.0,4.7,0.0,29.4,29.3,29.3,0.0
2018-6-20,Chicago,73.0,67.9,66.0,67.0,65.3,64.0,100.0,92.0,78.0,12.0,5.2,0.0,29.3,29.2,29.2,0.0
2018-6-21,Chicago,70.0,67.4,65.0,68.0,66.2,63.0,100.0,96.0,83.0,18.0,8.7,0.0,29.2,29.2,29.1,0.0
2018-6-22,Chicago,67.0,64.2,63.0,66.0,63.4,61.0,100.0,97.1,87.0,17.0,10.8,6.0,29.1,29.1,29.1,0.0
2018-6-23,Chicago,75.0,68.1,63.0,65.0,60.9,52.0,100.0,80.1,44.0,13.0,4.6,0.0,29.2,29.1,29.1,0.0
2018-6-24,Chicago,75.0,68.2,63.0,68.0,64.0,55.0,100.0,87.6,57.0,13.0,4.8,0.0,29.4,29.3,29.2,0.0
2018-6-25,Chicago,81.0,69.9,64.0,66.0,63.0,57.0,100.0,81.0,47.0,14.0,7.8,0.0,29.5,29.5,29.4,0.0
2018-6-26,Chicago,81.0,72.7,66.0,72.0,65.1,55.0,100.0,77.2,64.0,17.0,9.2,3.0,29.4,29.3,29.1,0.0
2018-6-27,Chicago,75.0,70.5,64.0,71.0,66.8,63.0,99.0,88.5,73.0,17.0,5.8,0.0,29.3,29.2,29.1,0.0
2018-6-28,Chicago,84.0,71.5,62.0,71.0,66.2,62.0,100.0,85.5,55.0,12.0,2.2,0.0,29.3,29.3,29.3,0.0
2018-6-29,Chicago,93.0,80.8,69.0,79.0,72.9,68.0,99.0,78.9,49.0,16.0,6.3,0.0,29.4,29.3,29.3,0.0
2018-6-30,Chicago,93.0,84.6,81.0,78.0,74.5,72.0,84.0,72.8,52.0,14.0,7.0,5.0,29.4,29.3,29.3,0.0
2018-7-1,Chicago,93.0,82.2,77.0,75.0,71.9,68.0,86.0,71.7,49.0,23.0,8.4,0.0,29.3,29.3,29.2,0.0
2018-7-2,Chicago,77.0,71.5,60.0,71.0,65.0,57.0,96.0,80.5,53.0,10.0,3.9,0.0,29.5,29.1,19.6,0.0
2018-7-3,Chicago,86.0,71.5,58.0,76.0,66.1,57.0,100.0,84.1,58.0,9.0,2.6,0.0,29.5,29.5,29.5,0.0
2018-7-4,Chicago,90.0,79.9,72.0,79.0,74.0,70.0,100.0,83.3,58.0,12.0,4.0,0.0,29.6,29.6,29.5,0.0
2018-7-5,Chicago,90.0,77.7,72.0,77.0,73.7,66.0,100.0,89.0,52.0,29.0,5.0,0.0,29.6,29.6,29.6,0.0
2018-7-6,Chicago,77.0,71.5,66.0,74.0,62.2,54.0,98.0,73.6,50.0,16.0,11.4,5.0,29.8,29.7,29.6,0.0
2018-7-7,Chicago,77.0,67.6,55.0,63.0,57.0,46.0,99.0,71.6,38.0,9.0,5.2,0.0,29.8,29.7,29.6,0.0
2018-7-8,Chicago,84.0,68.1,57.0,63.0,57.6,48.0,99.0,74.8,30.0,9.0,1.8,0.0,29.7,29.6,29.6,0.0
2018-7-9,Chicago,90.0,72.9,60.0,71.0,63.1,57.0,99.0,76.7,33.0,15.0,3.5,0.0,29.6,29.6,29.5,0.0
2018-7-10,Chicago,82.0,76.1,72.0,73.0,67.9,57.0,97.0,77.0,47.0,18.0,6.1,0.0,29.5,29.5,29.4,0.0
2018-7-11,Chicago,84.0,74.7,68.0,68.0,62.2,54.0,89.0,66.8,39.0,14.0,6.1,0.0,29.5,29.5,29.4,0.0
2018-7-12,Chicago,84.0,73.6,63.0,66.0,62.5,55.0,100.0,72.0,37.0,8.0,3.0,0.0,29.6,29.5,29.5,0.0
2018-7-13,Chicago,90.0,77.3,66.0,68.0,62.8,59.0,94.0,63.5,36.0,10.0,4.2,0.0,29.5,29.5,29.4,0.0
2018-7-14,Chicago,81.0,75.6,73.0,74.0,71.0,68.0,100.0,85.8,74.0,8.0,1.6,0.0,29.5,29.4,29.4,0.0
2018-7-15,Chicago,90.0,77.4,70.0,74.0,71.7,66.0,100.0,85.0,46.0,8.0,1.9,0.0,29.4,29.4,29.3,0.0
2018-7-16,Chicago,86.0,77.0,69.0,75.0,73.0,69.0,100.0,88.6,66.0,12.0,2.1,0.0,29.4,29.3,29.3,0.0
2018-7-17,Chicago,79.0,71.0,64.0,68.0,62.2,54.0,100.0,76.2,47.0,18.0,7.3,0.0,29.5,29.4,29.4,0.0
2018-7-18,Chicago,75.0,69.6,59.0,60.0,55.8,52.0,94.0,62.6,44.0,14.0,7.1,0.0,29.5,29.5,29.4,0.0
2018-7-19,Chicago,86.0,70.8,57.0,61.0,58.1,50.0,100.0,69.2,29.0,16.0,5.1,0.0,29.4,29.3,29.2,0.0
2018-7-20,Chicago,81.0,74.3,70.0,72.0,65.8,61.0,100.0,76.1,54.0,17.0,10.0,5.0,29.2,29.1,29.0,0.0
2018-7-21,Chicago,73.0,70.8,70.0,70.0,69.3,68.0,100.0,95.6,83.0,23.0,12.9,6.0,29.2,29.1,29.0,0.0
2018-7-22,Chicago,77.0,72.1,70.0,73.0,70.1,67.0,100.0,93.2,83.0,17.0,9.8,3.0,29.3,29.2,29.2,0.0
2018-7-23,Chicago,75.0,71.0,67.0,70.0,67.7,66.0,100.0,89.7,78.0,14.0,6.7,0.0,29.3,29.3,29.3,0.0
2018-7-24,Chicago,81.0,71.9,65.0,69.0,66.0,61.0,100.0,83.8,51.0,10.0,2.5,0.0,29.4,29.4,29.3,0.0
2018-7-25,Chicago,84.0,75.3,66.0,67.0,61.6,54.0,95.0,64.5,35.0,14.0,6.1,0.0,29.4,29.4,29.3,0.0
2018-7-26,Chicago,82.0,74.6,69.0,66.0,61.0,52.0,78.0,64.0,35.0,14.0,6.0,0.0,29.4,29.3,29.3,0.0
2018-7-27,Chicago,73.0,66.7,60.0,61.0,57.4,55.0,96.0,73.3,53.0,14.0,5.3,0.0,29.4,29.4,29.4,0.0
2018-7-28,Chicago,77.0,71.0,63.0,61.0,56.4,52.0,84.0,61.9,41.0,9.0,3.6,0.0,29.5,29.5,29.5,0.0
2018-7-29,Chicago,77.0,65.3,58.0,68.0,59.8,55.0,99.0,84.1,47.0,6.0,1.0,0.0,29.5,29.5,29.4,0.0
2018-7-30,Chicago,77.0,65.5,55.0,64.0,61.1,55.0,100.0,87.2,57.0,14.0,2.6,0.0,29.5,29.4,29.4,0.0
2018-7-31,Chicago,75.0,66.4,63.0,68.0,63.6,61.0,100.0,91.5,65.0,14.0,1.8,0.0,29.4,29.4,29.3,0.0
2018-8-1,Chicago,86.0,70.4,60.0,66.0,61.5,52.0,100.0,77.5,31.0,12.0,3.2,0.0,29.4,29.3,29.3,0.0
2018-8-2,Chicago,88.0,74.5,68.0,66.0,63.4,57.0,90.0,70.0,35.0,14.0,4.9,0.0,29.4,29.4,29.3,0.0
2018-8-3,Chicago,82.0,70.2,60.0,68.0,64.2,60.0,100.0,83.6,51.0,12.0,2.7,0.0,29.4,29.4,29.4,0.0
2018-8-4,Chicago,93.0,79.7,68.0,72.0,66.1,61.0,94.0,66.3,34.0,14.0,5.2,0.0,29.4,29.4,29.4,0.0
2018-8-5,Chicago,93.0,82.2,76.0,71.0,67.5,57.0,77.0,62.7,31.0,21.0,8.1,3.0,29.5,29.4,29.4,0.0
2018-8-6,Chicago,86.0,76.5,70.0,75.0,71.2,66.0,100.0,84.3,64.0,14.0,3.3,0.0,29.4,29.4,29.3,0.0
2018-8-7,Chicago,82.0,72.8,68.0,73.0,70.6,68.0,100.0,93.5,62.0,12.0,2.4,0.0,29.4,29.3,29.3,0.0
2018-8-8,Chicago,79.0,70.3,65.0,73.0,67.6,64.0,100.0,92.1,65.0,14.0,2.0,0.0,29.3,29.3,29.3,0.0
2018-8-9,Chicago,90.0,72.0,0.0,72.0,64.6,0.0,100.0,78.3,0.0,17.0,5.4,0.0,29.3,29.3,29.3,0.0
2018-8-10,Chicago,81.0,74.2,68.0,75.0,71.0,68.0,100.0,90.3,78.0,14.0,4.9,0.0,29.3,29.3,29.3,0.0
2018-8-11,Chicago,86.0,75.0,66.0,72.0,65.6,52.0,97.0,75.6,33.0,9.0,3.9,0.0,29.4,29.4,29.3,0.0
2018-8-12,Chicago,82.0,64.6,0.0,72.0,60.9,0.0,100.0,80.8,0.0,10.0,3.0,0.0,29.5,29.5,29.4,0.0
2018-8-13,Chicago,86.0,71.6,64.0,75.0,65.5,57.0,100.0,84.5,37.0,10.0,1.8,0.0,29.5,29.4,29.4,0.0
2018-8-14,Chicago,88.0,73.2,63.0,67.0,62.6,54.0,100.0,74.0,33.0,8.0,1.5,0.0,29.4,29.4,29.3,0.0
2018-8-15,Chicago,82.0,75.0,70.0,70.0,68.0,65.0,91.0,79.7,62.0,17.0,4.3,0.0,29.4,29.3,29.3,0.0
2018-8-16,Chicago,82.0,74.8,72.0,73.0,70.8,68.0,100.0,87.9,62.0,9.0,2.4,0.0,29.3,29.3,29.3,0.0
2018-8-17,Chicago,81.0,74.2,70.0,73.0,70.8,68.0,100.0,89.6,65.0,13.0,4.4,0.0,29.4,29.3,29.3,0.0
2018-8-18,Chicago,79.0,75.2,70.0,73.0,70.7,68.0,100.0,85.7,69.0,14.0,6.8,0.0,29.4,29.4,29.4,0.0
2018-8-19,Chicago,82.0,74.4,64.0,73.0,69.3,64.0,100.0,84.4,66.0,14.0,4.9,0.0,29.4,29.4,29.3,0.0
2018-8-20,Chicago,81.0,72.9,68.0,75.0,68.2,64.0,100.0,85.7,69.0,21.0,8.1,3.0,29.4,29.3,29.1,0.0
2018-8-21,Chicago,77.0,71.6,68.0,73.0,68.0,63.0,100.0,89.2,65.0,26.0,9.2,0.0,29.4,29.2,29.1,0.0
2018-8-22,Chicago,77.0,67.9,57.0,63.0,56.4,46.0,96.0,69.5,34.0,18.0,9.1,0.0,29.5,29.4,29.4,0.0
2018-8-23,Chicago,81.0,64.3,52.0,58.0,53.9,48.0,100.0,75.2,34.0,12.0,2.9,0.0,29.5,29.5,29.4,0.0
2018-8-24,Chicago,73.0,65.1,59.0,64.0,59.3,55.0,95.0,81.8,60.0,14.0,7.0,0.0,29.4,29.4,29.3,0.0
2018-8-25,Chicago,84.0,75.5,68.0,77.0,71.3,63.0,100.0,87.2,74.0,12.0,6.4,0.0,29.4,29.3,29.3,0.0
2018-8-26,Chicago,90.0,84.6,82.0,76.0,73.6,68.0,80.0,70.3,49.0,15.0,8.4,5.0,29.4,29.3,29.3,0.0
2018-8-27,Chicago,169.0,86.0,77.0,76.0,71.9,68.0,89.0,67.3,6.0,21.0,9.7,5.0,29.4,29.3,29.2,0.0
2018-8-28,Chicago,91.0,80.9,70.0,75.0,72.0,69.0,98.0,75.3,49.0,23.0,8.4,0.0,29.4,29.3,29.2,0.0
2018-8-29,Chicago,77.0,70.5,67.0,71.0,67.4,60.0,100.0,90.6,74.0,21.0,7.7,0.0,29.5,29.4,29.3,0.0
2018-8-30,Chicago,70.0,65.2,58.0,61.0,57.1,54.0,97.0,76.2,60.0,14.0,6.3,0.0,29.6,29.6,29.5,0.0
2018-8-31,Chicago,86.0,68.5,55.0,72.0,63.2,54.0,100.0,84.9,55.0,12.0,4.0,0.0,29.5,29.4,29.4,0.0
2018-9-1,Chicago,86.0,77.0,72.0,75.0,71.9,70.0,94.0,84.8,62.0,12.0,6.1,0.0,29.4,29.4,29.3,0.0
2018-9-2,Chicago,90.0,81.7,73.0,73.0,70.3,66.0,88.0,69.4,46.0,17.0,6.9,0.0,29.5,29.4,29.4,0.0
2018-9-3,Chicago,90.0,76.9,72.0,75.0,71.6,69.0,100.0,85.0,52.0,17.0,5.6,0.0,29.6,29.5,29.5,0.0
2018-9-4,Chicago,93.0,79.7,72.0,73.0,69.9,64.0,100.0,75.7,38.0,12.0,5.8,0.0,29.6,29.5,29.4,0.0
2018-9-5,Chicago,91.0,79.8,73.0,73.0,69.6,64.0,98.0,73.6,41.0,23.0,8.2,3.0,29.6,29.5,29.4,0.0
2018-9-6,Chicago,73.0,71.6,70.0,71.0,67.3,59.0,100.0,87.4,64.0,20.0,10.5,6.0,29.7,29.6,29.6,0.0
2018-9-7,Chicago,71.0,68.6,65.0,68.0,62.6,53.0,100.0,82.0,64.0,16.0,9.9,6.0,29.6,29.6,29.6,0.0
2018-9-8,Chicago,68.0,64.6,63.0,57.0,54.7,52.0,76.0,70.5,64.0,25.0,15.4,10.0,29.6,29.5,29.5,0.0
2018-9-9,Chicago,68.0,62.2,57.0,55.0,51.4,47.0,79.0,67.7,52.0,24.0,14.7,12.0,29.5,29.4,29.4,0.0
2018-9-10,Chicago,72.0,62.5,55.0,61.0,56.5,54.0,100.0,81.1,64.0,14.0,7.9,0.0,29.5,29.4,29.4,0.0
2018-9-11,Chicago,77.0,61.6,51.0,63.0,56.7,51.0,100.0,85.9,54.0,9.0,2.7,0.0,29.6,29.5,29.5,0.0
2018-9-12,Chicago,79.0,66.1,55.0,59.0,57.8,55.0,100.0,76.1,50.0,9.0,4.2,0.0,29.6,29.6,29.5,0.0
2018-9-13,Chicago,75.0,63.3,54.0,63.0,58.2,52.0,100.0,84.9,57.0,12.0,2.5,0.0,29.6,29.5,29.5,0.0
2018-9-14,Chicago,82.0,67.0,57.0,64.0,60.2,57.0,100.0,81.3,51.0,10.0,2.5,0.0,29.5,29.5,29.5,0.0
2018-9-15,Chicago,79.0,67.7,59.0,70.0,63.8,57.0,100.0,88.6,61.0,9.0,3.3,0.0,29.6,29.5,29.5,0.0
2018-9-16,Chicago,86.0,72.6,64.0,72.0,67.2,63.0,100.0,84.4,51.0,10.0,3.9,0.0,29.5,29.4,29.4,0.0
2018-9-17,Chicago,90.0,73.6,64.0,70.0,66.0,61.0,100.0,80.3,38.0,9.0,2.6,0.0,29.4,29.3,29.3,0.0
2018-9-18,Chicago,79.0,69.5,64.0,72.0,65.8,63.0,100.0,89.4,65.0,16.0,4.4,0.0,29.4,29.3,29.3,0.0
2018-9-19,Chicago,77.0,69.9,66.0,69.0,66.6,63.0,100.0,89.8,61.0,16.0,7.5,0.0,29.4,29.4,29.3,0.0
2018-9-20,Chicago,93.0,78.4,65.0,73.0,67.9,64.0,100.0,74.5,41.0,12.0,5.5,0.0,29.4,29.3,29.2,0.0
2018-9-21,Chicago,83.0,74.8,62.0,72.0,58.9,45.0,89.0,58.4,44.0,26.0,14.2,7.0,29.6,29.3,29.2,0.0
2018-9-22,Chicago,64.0,59.3,48.0,50.0,47.2,43.0,93.0,65.3,52.0,20.0,10.9,0.0,29.7,29.6,29.6,0.0
2018-9-23,Chicago,70.0,56.4,45.0,63.0,50.4,43.0,100.0,82.1,56.0,14.0,4.9,0.0,29.6,29.5,29.5,0.0
2018-9-24,Chicago,73.0,65.4,57.0,69.0,60.0,53.0,94.0,83.0,73.0,12.0,6.8,0.0,29.5,29.4,29.3,0.0
2018-9-25,Chicago,84.0,71.8,67.0,72.0,67.2,61.0,100.0,87.3,45.0,28.0,6.6,0.0,29.3,29.3,29.2,0.0
2018-9-26,Chicago,68.0,59.7,48.0,62.0,49.1,39.0,97.0,71.2,35.0,17.0,9.3,0.0,29.5,29.4,29.3,0.0
2018-9-27,Chicago,70.0,54.6,43.0,50.0,44.7,37.0,100.0,74.2,33.0,12.0,3.0,0.0,29.5,29.4,29.3,0.0
2018-9-28,Chicago,66.0,55.9,47.0,50.0,46.0,41.0,90.0,70.4,49.0,17.0,6.8,3.0,29.6,29.5,29.4,0.0
2018-9-29,Chicago,59.0,51.5,43.0,45.0,41.6,36.0,93.0,71.2,42.0,9.0,6.4,3.0,29.7,29.7,29.6,0.0
2018-9-30,Chicago,73.0,59.7,53.0,61.0,51.1,40.0,94.0,74.2,60.0,12.0,6.1,0.0,29.6,29.6,29.5,0.0
2019-1-1,Chicago,37.0,33.8,30.0,37.0,31.9,28.0,100.0,93.4,87.0,17.0,9.8,3.0,29.7,29.6,29.3,0.0
2019-1-2,Chicago,32.0,31.3,30.0,32.0,27.9,23.0,100.0,88.0,69.0,20.0,6.8,0.0,29.7,29.5,29.4,0.0
2019-1-3,Chicago,41.0,32.6,27.0,32.0,27.2,24.0,93.0,81.0,57.0,17.0,8.3,0.0,29.4,29.4,29.3,0.0
2019-1-4,Chicago,52.0,36.2,0.0,34.0,29.2,0.0,92.0,74.9,0.0,12.0,6.8,0.0,29.3,29.2,29.1,0.0
2019-1-5,Chicago,54.0,40.8,32.0,39.0,34.3,30.0,100.0,79.8,51.0,14.0,7.0,0.0,29.4,29.2,29.1,0.0
2019-1-6,Chicago,44.0,40.6,39.0,37.0,33.7,30.0,91.0,76.4,65.0,17.0,11.0,5.0,29.6,29.5,29.4,0.0
2019-1-7,Chicago,57.0,44.8,0.0,54.0,39.5,0.0,100.0,79.2,0.0,26.0,15.5,5.0,29.4,29.2,28.9,0.0
2019-1-8,Chicago,48.0,40.6,28.0,41.0,31.5,15.0,100.0,72.9,37.0,32.0,13.8,0.0,29.4,29.2,29.1,0.0
2019-1-9,Chicago,28.0,23.6,21.0,15.0,10.8,8.0,63.0,58.0,54.0,24.0,16.6,9.0,29.7,29.6,29.4,0.0
2019-1-10,Chicago,28.0,23.0,19.0,21.0,13.3,8.0,80.0,67.0,60.0,16.0,8.5,0.0,29.8,29.8,29.7,0.0
2019-1-11,Chicago,32.0,29.7,28.0,23.0,21.3,20.0,74.0,70.6,64.0,9.0,3.8,0.0,29.8,29.7,29.7,0.0
2019-1-12,Chicago,32.0,30.6,30.0,28.0,25.6,23.0,93.0,82.0,72.0,18.0,9.2,0.0,29.7,29.7,29.7,0.0
2019-1-13,Chicago,32.0,30.4,28.0,28.0,23.4,17.0,89.0,75.5,62.0,20.0,12.0,0.0,29.8,29.7,29.7,0.0
2019-1-14,Chicago,28.0,24.0,15.0,25.0,20.5,13.0,97.0,87.0,65.0,12.0,4.9,0.0,29.8,29.7,29.6,0.0
2019-1-15,Chicago,33.0,28.9,26.0,32.0,26.4,23.0,99.0,89.9,80.0,17.0,8.8,3.0,29.6,29.5,29.4,0.0
2019-1-16,Chicago,36.0,33.2,29.0,33.0,27.4,21.0,96.0,80.3,60.0,16.0,8.2,5.0,29.7,29.6,29.4,0.0
2019-1-17,Chicago,36.0,32.1,29.0,32.0,27.0,21.0,100.0,81.9,69.0,12.0,4.4,0.0,29.6,29.5,29.4,0.0
2019-1-18,Chicago,34.0,32.3,30.0,29.0,27.6,25.0,90.0,82.4,75.0,18.0,9.0,0.0,29.6,29.5,29.4,0.0
2019-1-19,Chicago,31.0,28.1,25.0,28.0,23.8,16.0,93.0,83.6,68.0,30.0,20.7,12.0,29.5,29.4,29.3,0.0
2019-1-20,Chicago,24.0,17.6,12.0,18.0,11.7,9.0,92.0,78.3,61.0,25.0,12.5,0.0,29.8,29.6,29.4,0.0
2019-1-21,Chicago,14.0,9.8,0.0,10.0,-1.1,-13.0,88.0,48.1,0.0,15.0,7.8,0.0,29.9,29.8,29.7,0.0
